,date,cash_data,vol
2021-11-11 05:30:00,2021-11-11 05:30:00,1.14779,1347.0
2021-11-11 06:00:00,2021-11-11 06:00:00,1.14701,862.0
2021-11-11 06:30:00,2021-11-11 06:30:00,1.14798,862.0
2021-11-11 07:00:00,2021-11-11 07:00:00,1.14744,924.0
2021-11-11 07:30:00,2021-11-11 07:30:00,1.14798,924.0
2021-11-11 08:00:00,2021-11-11 08:00:00,1.14763,1966.0
2021-11-11 08:30:00,2021-11-11 08:30:00,1.14844,1966.0
2021-11-11 09:00:00,2021-11-11 09:00:00,1.14816,2781.0
2021-11-11 09:30:00,2021-11-11 09:30:00,1.14596,2781.0
2021-11-11 10:00:00,2021-11-11 10:00:00,1.14533,4137.0
2021-11-11 10:30:00,2021-11-11 10:30:00,1.14762,4137.0
2021-11-11 11:00:00,2021-11-11 11:00:00,1.14709,3755.0
2021-11-11 11:30:00,2021-11-11 11:30:00,1.14555,3755.0
2021-11-11 12:00:00,2021-11-11 12:00:00,1.14741,3499.0
